   -9   -3   -6    1    1    0.000010   -0.000000
   -9   -3   -6    2    1    0.000005    0.000000
   -9   -3   -6    3    1   -0.000000   -0.000000
   -9   -3   -6    4    1    0.000000   -0.000000
   -9   -3   -6    1    2    0.000005    0.000000
   -9   -3   -6    2    2    0.000010   -0.000000
   -9   -3   -6    3    2    0.000008   -0.000000
   -9   -3   -6    4    2    0.000005   -0.000000
   -9   -3   -6    1    3    0.000000    0.000000
   -9   -3   -6    2    3    0.000005   -0.000000
   -9   -3   -6    3    3    0.000010   -0.000000
   -9   -3   -6    4    3    0.000008   -0.000000
   -9   -3   -6    1    4   -0.000000   -0.000000
   -9   -3   -6    2    4    0.000008    0.000000
   -9   -3   -6    3    4    0.000008   -0.000000
   -9   -3   -6    4    4    0.000010   -0.000000
   -8   -5   -9    1    1   -0.000003    0.000000
   -8   -5   -9    2    1   -0.000001   -0.000000
   -8   -5   -9    3    1   -0.000001   -0.000000
   -8   -5   -9    4    1   -0.000002   -0.000000
   -8   -5   -9    1    2    0.000006   -0.000000
   -8   -5   -9    2    2    0.000000   -0.000000
   -8   -5   -9    3    2    0.000001    0.000000
   -8   -5   -9    4    2   -0.000003   -0.000000
   -8   -5   -9    1    3    0.000001   -0.000000
   -8   -5   -9    2    3   -0.000003    0.000000
   -8   -5   -9    3    3    0.000000   -0.000000
   -8   -5   -9    4    3   -0.000004   -0.000000
   -8   -5   -9    1    4    0.000001   -0.000000
   -8   -5   -9    2    4   -0.000000   -0.000000
   -8   -5   -9    3    4    0.000001    0.000000
   -8   -5   -9    4    4   -0.000003    0.000000
   -8   -4   -8    1    1    0.000008    0.000000
   -8   -4   -8    2    1    0.000005    0.000000
   -8   -4   -8    3    1    0.000002   -0.000000
   -8   -4   -8    4    1    0.000004    0.000000
   -8   -4   -8    1    2   -0.000008    0.000000
   -8   -4   -8    2    2    0.000007    0.000000
   -8   -4   -8    3    2    0.000010    0.000000
   -8   -4   -8    4    2    0.000013   -0.000000
   -8   -4   -8    1    3   -0.000006    0.000000
   -8   -4   -8    2    3    0.000006   -0.000000
   -8   -4   -8    3    3    0.000007    0.000000
   -8   -4   -8    4    3    0.000010    0.000000
   -8   -4   -8    1    4   -0.000000   -0.000000
   -8   -4   -8    2    4    0.000004   -0.000000
   -8   -4   -8    3    4    0.000008   -0.000000
   -8   -4   -8    4    4    0.000008    0.000000
   -8   -4   -7    1    1    0.000004    0.000000
   -8   -4   -7    2    1    0.000003    0.000000
   -8   -4   -7    3    1    0.000007    0.000000
   -8   -4   -7    4    1    0.000003   -0.000000
   -8   -4   -7    1    2    0.000008   -0.000000
   -8   -4   -7    2    2    0.000004    0.000000
   -8   -4   -7    3    2    0.000003    0.000000
   -8   -4   -7    4    2    0.000006   -0.000000
   -8   -4   -7    1    3    0.000004    0.000000
   -8   -4   -7    2    3   -0.000002    0.000000
   -8   -4   -7    3    3   -0.000000    0.000000
   -8   -4   -7    4    3    0.000000    0.000000
   -8   -4   -7    1    4    0.000003   -0.000000
   -8   -4   -7    2    4    0.000002    0.000000
   -8   -4   -7    3    4   -0.000001    0.000000
   -8   -4   -7    4    4    0.000000   -0.000000
   -8   -4   -6    1    1    0.000004   -0.000000
   -8   -4   -6    2    1    0.000005   -0.000000
   -8   -4   -6    3    1    0.000002   -0.000000
   -8   -4   -6    4    1   -0.000001    0.000000
   -8   -4   -6    1    2    0.000005    0.000000
   -8   -4   -6    2    2    0.000006   -0.000000
   -8   -4   -6    3    2    0.000006    0.000000
   -8   -4   -6    4    2   -0.000002    0.000000
   -8   -4   -6    1    3   -0.000001    0.000000
   -8   -4   -6    2    3   -0.000002    0.000000
   -8   -4   -6    3    3    0.000005   -0.000000
   -8   -4   -6    4    3    0.000002    0.000000
   -8   -4   -6    1    4    0.000002   -0.000000
   -8   -4   -6    2    4    0.000006   -0.000000
   -8   -4   -6    3    4    0.000008   -0.000000
   -8   -4   -6    4    4    0.000005    0.000000
   -8   -3   -7    1    1   -0.000011   -0.000000
   -8   -3   -7    2    1   -0.000004   -0.000000
   -8   -3   -7    3    1    0.000001   -0.000000
   -8   -3   -7    4    1    0.000001    0.000000
   -8   -3   -7    1    2    0.000002   -0.000000
   -8   -3   -7    2    2   -0.000009   -0.000000
   -8   -3   -7    3    2   -0.000017    0.000000
   -8   -3   -7    4    2   -0.000013    0.000000
   -8   -3   -7    1    3    0.000004   -0.000000
   -8   -3   -7    2    3   -0.000004    0.000000
   -8   -3   -7    3    3   -0.000009   -0.000000
   -8   -3   -7    4    3   -0.000013    0.000000
   -8   -3   -7    1    4   -0.000001   -0.000000
   -8   -3   -7    2    4   -0.000003    0.000000
   -8   -3   -7    3    4   -0.000008    0.000000
   -8   -3   -7    4    4   -0.000011   -0.000000
   -8   -3   -6    1    1   -0.000002   -0.000000
   -8   -3   -6    2    1   -0.000009   -0.000000
   -8   -3   -6    3    1   -0.000009   -0.000000
   -8   -3   -6    4    1   -0.000005   -0.000000
   -8   -3   -6    1    2   -0.000008    0.000000
   -8   -3   -6    2    2   -0.000002    0.000000
   -8   -3   -6    3    2    0.000001   -0.000000
   -8   -3   -6    4    2    0.000003   -0.000000
   -8   -3   -6    1    3   -0.000003    0.000000
   -8   -3   -6    2    3    0.000002   -0.000000
   -8   -3   -6    3    3    0.000003    0.000000
   -8   -3   -6    4    3    0.000005   -0.000000
   -8   -3   -6    1    4   -0.000003    0.000000
   -8   -3   -6    2    4    0.000000   -0.000000
   -8   -3   -6    3    4    0.000005   -0.000000
   -8   -3   -6    4    4    0.000004   -0.000000
   -8   -3   -5    1    1   -0.000008    0.000000
   -8   -3   -5    2    1   -0.000001    0.000000
   -8   -3   -5    3    1    0.000002    0.000000
   -8   -3   -5    4    1    0.000002    0.000000
   -8   -3   -5    1    2   -0.000000    0.000000
   -8   -3   -5    2    2   -0.000007    0.000000
   -8   -3   -5    3    2   -0.000005    0.000000
   -8   -3   -5    4    2    0.000001   -0.000000
   -8   -3   -5    1    3    0.000001   -0.000000
   -8   -3   -5    2    3   -0.000008   -0.000000
   -8   -3   -5    3    3   -0.000008    0.000000
   -8   -3   -5    4    3   -0.000005   -0.000000
   -8   -3   -5    1    4   -0.000000    0.000000
   -8   -3   -5    2    4   -0.000010    0.000000
   -8   -3   -5    3    4   -0.000009    0.000000
   -8   -3   -5    4    4   -0.000007    0.000000
   -8   -2   -6    1    1    0.000009   -0.000000
   -8   -2   -6    2    1    0.000005    0.000000
   -8   -2   -6    3    1    0.000001   -0.000000
   -8   -2   -6    4    1    0.000001   -0.000000
   -8   -2   -6    1    2    0.000004    0.000000
   -8   -2   -6    2    2    0.000009   -0.000000
   -8   -2   -6    3    2    0.000015    0.000000
   -8   -2   -6    4    2    0.000009    0.000000
   -8   -2   -6    1    3   -0.000002    0.000000
   -8   -2   -6    2    3    0.000004   -0.000000
   -8   -2   -6    3    3    0.000009   -0.000000
   -8   -2   -6    4    3    0.000010   -0.000000
   -8   -2   -6    1    4   -0.000001   -0.000000
   -8   -2   -6    2    4    0.000004   -0.000000
   -8   -2   -6    3    4    0.000010   -0.000000
   -8   -2   -6    4    4    0.000009   -0.000000
   -8   -2   -5    1    1    0.000003    0.000000
   -8   -2   -5    2    1    0.000008   -0.000000
   -8   -2   -5    3    1    0.000007   -0.000000
   -8   -2   -5    4    1    0.000006   -0.000000
   -8   -2   -5    1    2    0.000010   -0.000000
   -8   -2   -5    2    2    0.000004   -0.000000
   -8   -2   -5    3    2    0.000001    0.000000
   -8   -2   -5    4    2    0.000003    0.000000
   -8   -2   -5    1    3    0.000004    0.000000
   -8   -2   -5    2    3   -0.000000    0.000000
   -8   -2   -5    3    3   -0.000002    0.000000
   -8   -2   -5    4    3   -0.000000   -0.000000
   -8   -2   -5    1    4    0.000004   -0.000000
   -8   -2   -5    2    4    0.000000   -0.000000
   -8   -2   -5    3    4   -0.000004    0.000000
   -8   -2   -5    4    4   -0.000002    0.000000
   -8   -2   -4    1    1    0.000005    0.000000
   -8   -2   -4    2    1   -0.000002   -0.000000
   -8   -2   -4    3    1   -0.000001   -0.000000
   -8   -2   -4    4    1   -0.000001   -0.000000
